prompt,location,listing_type,style,beds,full_baths,sqft,year_built,list_price,stories,parking_garage,listing_type_NL,style_NL
"I'm looking to buy a apartment in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 2518 square feet, built after 1953, priced around 650000, with 3 stories, with parking for at least 0 cars","San Diego, CA",for_sale,APARTMENT,5.0,2.0,2518.0,1953.0,650000.0,3.0,0.0,buy,apartment
"I'm looking to buy a condo in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 1173 square feet, built after 1990, priced around 250000","Phoenix, AZ",for_sale,CONDOS,4.0,2.0,1173.0,1990.0,250000.0,,,buy,condo
"I'm looking to buy a townhome in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 1635 square feet, priced around 850000, with 1 stories, with parking for at least 3 cars","San Diego, CA",for_sale,TOWNHOMES,4.0,2.0,1635.0,,850000.0,1.0,3.0,buy,townhome
"I'm looking to rent a single family in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 1790 square feet, priced around 400000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,SINGLE_FAMILY,5.0,2.0,1790.0,,400000.0,1.0,1.0,rent,single family
"I'm looking to rent a townhome in New York, NY with 1 bedrooms, with at least 2916 square feet, built after 1961, priced around 900000, with 2 stories","New York, NY",for_rent,TOWNHOMES,1.0,,2916.0,1961.0,900000.0,2.0,,rent,townhome
"I'm looking to buy a townhome in New York, NY with 2 bedrooms and 1 bathrooms, with at least 2377 square feet, priced around 800000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,TOWNHOMES,2.0,1.0,2377.0,,800000.0,1.0,1.0,buy,townhome
"I'm looking to buy a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2105 square feet, with 2 stories, with parking for at least 2 cars","San Antonio, TX",for_sale,SINGLE_FAMILY,4.0,3.0,2105.0,,,2.0,2.0,buy,single family
"I'm looking to buy a single family in San Diego, CA and 1 bathrooms, with at least 1808 square feet, built after 2001, priced around 500000, with 3 stories, with parking for at least 1 cars","San Diego, CA",for_sale,SINGLE_FAMILY,,1.0,1808.0,2001.0,500000.0,3.0,1.0,buy,single family
"I'm looking to buy a single family in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 2969 square feet, built after 1971, priced around 250000, with 1 stories, with parking for at least 2 cars","San Diego, CA",for_sale,SINGLE_FAMILY,2.0,2.0,2969.0,1971.0,250000.0,1.0,2.0,buy,single family
"I'm looking to buy a single family in Phoenix, AZ with 5 bedrooms and 2 bathrooms, with at least 2818 square feet, built after 2020, priced around 700000, with 1 stories, with parking for at least 1 cars","Phoenix, AZ",for_sale,SINGLE_FAMILY,5.0,2.0,2818.0,2020.0,700000.0,1.0,1.0,buy,single family
"I'm looking to buy a apartment in New York, NY and 3 bathrooms, with at least 2922 square feet, built after 1975, priced around 200000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,APARTMENT,,3.0,2922.0,1975.0,200000.0,1.0,1.0,buy,apartment
"I'm looking to buy a single family in San Diego, CA and 3 bathrooms, with at least 2543 square feet, built after 1999","San Diego, CA",for_sale,SINGLE_FAMILY,,3.0,2543.0,1999.0,,,,buy,single family
"I'm looking to rent a single family in San Antonio, TX with 2 bedrooms and 3 bathrooms, with at least 1533 square feet, built after 1957, priced around 100000, with 1 stories","San Antonio, TX",for_rent,SINGLE_FAMILY,2.0,3.0,1533.0,1957.0,100000.0,1.0,,rent,single family
"I'm looking to buy a condo in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 2687 square feet, built after 2001, priced around 750000, with 3 stories, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,2.0,2.0,2687.0,2001.0,750000.0,3.0,1.0,buy,condo
"I'm looking to buy a townhome in New York, NY with 3 bedrooms and 3 bathrooms, with at least 1354 square feet, built after 1980, priced around 650000, with 3 stories, with parking for at least 1 cars","New York, NY",for_sale,TOWNHOMES,3.0,3.0,1354.0,1980.0,650000.0,3.0,1.0,buy,townhome
"I'm looking to buy in Phoenix, AZ with 5 bedrooms, with at least 1261 square feet, built after 1983, with 1 stories","Phoenix, AZ",for_sale,OTHER,5.0,,1261.0,1983.0,,1.0,,buy,other
"I'm looking to buy a apartment in New York, NY with 2 bedrooms and 1 bathrooms, with at least 2740 square feet, built after 1953, priced around 950000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,APARTMENT,2.0,1.0,2740.0,1953.0,950000.0,1.0,1.0,buy,apartment
"I'm looking to rent a townhome in San Antonio, TX with 3 bedrooms and 3 bathrooms, with at least 2964 square feet, priced around 650000, with 3 stories","San Antonio, TX",for_rent,TOWNHOMES,3.0,3.0,2964.0,,650000.0,3.0,,rent,townhome
"I'm looking to buy a apartment in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 2383 square feet, built after 1977, priced around 600000, with 1 stories, with parking for at least 2 cars","San Antonio, TX",for_sale,APARTMENT,2.0,2.0,2383.0,1977.0,600000.0,1.0,2.0,buy,apartment
"I'm looking to buy a condo in San Diego, CA with 2 bedrooms, with at least 1475 square feet, with 1 stories","San Diego, CA",for_sale,CONDOS,2.0,,1475.0,,,1.0,,buy,condo
"I'm looking to rent a condo in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1773 square feet, built after 2007, priced around 450000, with 1 stories","New York, NY",for_rent,CONDOS,5.0,2.0,1773.0,2007.0,450000.0,1.0,,rent,condo
"I'm looking to rent a townhome in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 850 square feet, priced around 500000, with 3 stories","San Diego, CA",for_rent,TOWNHOMES,4.0,2.0,850.0,,500000.0,3.0,,rent,townhome
"I'm looking to rent a condo in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 2847 square feet, built after 1963, priced around 400000, with 3 stories, with parking for at least 2 cars","San Diego, CA",for_rent,CONDOS,5.0,3.0,2847.0,1963.0,400000.0,3.0,2.0,rent,condo
"I'm looking to buy a single family in New York, NY with 4 bedrooms, with at least 1230 square feet, priced around 650000, with 1 stories","New York, NY",for_sale,SINGLE_FAMILY,4.0,,1230.0,,650000.0,1.0,,buy,single family
"I'm looking to rent a apartment in Los Angeles, CA and 2 bathrooms, with at least 1939 square feet, built after 1968, with 1 stories, with parking for at least 2 cars","Los Angeles, CA",for_rent,APARTMENT,,2.0,1939.0,1968.0,,1.0,2.0,rent,apartment
"I'm looking to rent a apartment in Los Angeles, CA, with at least 1835 square feet, priced around 600000, with 3 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,APARTMENT,,,1835.0,,600000.0,3.0,1.0,rent,apartment
"I'm looking to buy a townhome in Phoenix, AZ with 5 bedrooms and 2 bathrooms, with at least 806 square feet, built after 2001, priced around 900000, with 3 stories","Phoenix, AZ",for_sale,TOWNHOMES,5.0,2.0,806.0,2001.0,900000.0,3.0,,buy,townhome
"I'm looking to rent in New York, NY with 4 bedrooms and 3 bathrooms, with at least 2203 square feet, built after 1980, priced around 650000, with parking for at least 0 cars","New York, NY",for_rent,OTHER,4.0,3.0,2203.0,1980.0,650000.0,,0.0,rent,other
"I'm looking to buy a condo in San Diego, CA with 5 bedrooms and 2 bathrooms, with at least 2286 square feet, priced around 200000, with 3 stories, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,5.0,2.0,2286.0,,200000.0,3.0,1.0,buy,condo
"I'm looking to buy a condo in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 2732 square feet, built after 1961","Los Angeles, CA",for_sale,CONDOS,4.0,2.0,2732.0,1961.0,,,,buy,condo
"I'm looking to rent in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 1231 square feet, built after 1964, priced around 700000, with 1 stories","San Antonio, TX",for_rent,OTHER,3.0,2.0,1231.0,1964.0,700000.0,1.0,,rent,other
"I'm looking to buy a apartment in New York, NY with 3 bedrooms and 1 bathrooms, with at least 963 square feet, built after 2002, priced around 850000, with 2 stories","New York, NY",for_sale,APARTMENT,3.0,1.0,963.0,2002.0,850000.0,2.0,,buy,apartment
"I'm looking to buy in San Diego, CA with 2 bedrooms and 3 bathrooms, with at least 1379 square feet, built after 1987, priced around 350000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_sale,OTHER,2.0,3.0,1379.0,1987.0,350000.0,1.0,1.0,buy,other
"I'm looking to rent a apartment in Phoenix, AZ with 1 bedrooms and 3 bathrooms, with at least 2855 square feet, priced around 350000, with 1 stories, with parking for at least 0 cars","Phoenix, AZ",for_rent,APARTMENT,1.0,3.0,2855.0,,350000.0,1.0,0.0,rent,apartment
"I'm looking to rent a condo in San Diego, CA with 1 bedrooms and 2 bathrooms, with at least 1186 square feet, built after 2012, priced around 250000, with 1 stories","San Diego, CA",for_rent,CONDOS,1.0,2.0,1186.0,2012.0,250000.0,1.0,,rent,condo
"I'm looking to buy a condo in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1117 square feet, built after 1963, priced around 450000","San Antonio, TX",for_sale,CONDOS,1.0,2.0,1117.0,1963.0,450000.0,,,buy,condo
"I'm looking to buy a apartment in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 2815 square feet, priced around 700000, with 1 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,APARTMENT,1.0,2.0,2815.0,,700000.0,1.0,0.0,buy,apartment
"I'm looking to buy a condo in New York, NY with 1 bedrooms and 2 bathrooms, with at least 1931 square feet, built after 1952, with 3 stories, with parking for at least 0 cars","New York, NY",for_sale,CONDOS,1.0,2.0,1931.0,1952.0,,3.0,0.0,buy,condo
"I'm looking to buy a condo in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 2328 square feet, built after 1950, priced around 450000, with 3 stories, with parking for at least 2 cars","San Diego, CA",for_sale,CONDOS,5.0,3.0,2328.0,1950.0,450000.0,3.0,2.0,buy,condo
"I'm looking to rent a condo in San Diego, CA with 4 bedrooms, with at least 2764 square feet, built after 1961, priced around 800000, with 2 stories","San Diego, CA",for_rent,CONDOS,4.0,,2764.0,1961.0,800000.0,2.0,,rent,condo
"I'm looking to buy a condo in San Diego, CA with 1 bedrooms and 1 bathrooms, with at least 2219 square feet, built after 1977, priced around 250000, with 1 stories, with parking for at least 1 cars","San Diego, CA",for_sale,CONDOS,1.0,1.0,2219.0,1977.0,250000.0,1.0,1.0,buy,condo
"I'm looking to rent a townhome in San Antonio, TX with 4 bedrooms and 2 bathrooms, with at least 2330 square feet, built after 1960, with 3 stories","San Antonio, TX",for_rent,TOWNHOMES,4.0,2.0,2330.0,1960.0,,3.0,,rent,townhome
"I'm looking to rent a apartment in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2707 square feet, built after 1994, priced around 250000, with 1 stories, with parking for at least 2 cars","San Diego, CA",for_rent,APARTMENT,3.0,2.0,2707.0,1994.0,250000.0,1.0,2.0,rent,apartment
"I'm looking to rent a apartment in Los Angeles, CA and 1 bathrooms, with at least 2293 square feet, built after 2020, priced around 350000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,APARTMENT,,1.0,2293.0,2020.0,350000.0,1.0,1.0,rent,apartment
"I'm looking to buy a condo in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 2154 square feet, built after 1969, priced around 650000, with 1 stories, with parking for at least 3 cars","Phoenix, AZ",for_sale,CONDOS,4.0,2.0,2154.0,1969.0,650000.0,1.0,3.0,buy,condo
"I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms, with at least 1399 square feet, built after 2011, priced around 150000, with 3 stories","Phoenix, AZ",for_rent,TOWNHOMES,4.0,,1399.0,2011.0,150000.0,3.0,,rent,townhome
"I'm looking to rent a townhome in Los Angeles, CA with 5 bedrooms and 1 bathrooms, with at least 2564 square feet, built after 1966, priced around 700000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,TOWNHOMES,5.0,1.0,2564.0,1966.0,700000.0,1.0,1.0,rent,townhome
"I'm looking to rent a condo in Los Angeles, CA with 2 bedrooms and 1 bathrooms, with at least 1460 square feet, built after 1993, priced around 250000, with 1 stories, with parking for at least 1 cars","Los Angeles, CA",for_rent,CONDOS,2.0,1.0,1460.0,1993.0,250000.0,1.0,1.0,rent,condo
"I'm looking to buy a condo in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 2638 square feet, priced around 200000, with 2 stories, with parking for at least 2 cars","Los Angeles, CA",for_sale,CONDOS,4.0,3.0,2638.0,,200000.0,2.0,2.0,buy,condo
"I'm looking to buy a single family in Phoenix, AZ with 5 bedrooms and 2 bathrooms, with at least 2837 square feet, priced around 500000, with 1 stories","Phoenix, AZ",for_sale,SINGLE_FAMILY,5.0,2.0,2837.0,,500000.0,1.0,,buy,single family
"I'm looking to buy a apartment in San Antonio, TX with 4 bedrooms, with at least 1184 square feet, built after 2008, with 1 stories","San Antonio, TX",for_sale,APARTMENT,4.0,,1184.0,2008.0,,1.0,,buy,apartment
"I'm looking to rent in New York, NY with 2 bedrooms and 1 bathrooms, with at least 2665 square feet, built after 1989, priced around 500000, with parking for at least 0 cars","New York, NY",for_rent,OTHER,2.0,1.0,2665.0,1989.0,500000.0,,0.0,rent,other
"I'm looking to buy a condo in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2208 square feet, built after 1993, priced around 950000, with 1 stories, with parking for at least 1 cars","New York, NY",for_sale,CONDOS,4.0,2.0,2208.0,1993.0,950000.0,1.0,1.0,buy,condo
"I'm looking to rent a townhome in New York, NY with 2 bedrooms and 2 bathrooms, with at least 2170 square feet, priced around 700000, with 1 stories","New York, NY",for_rent,TOWNHOMES,2.0,2.0,2170.0,,700000.0,1.0,,rent,townhome
"I'm looking to rent in San Antonio, TX with 4 bedrooms, with at least 2023 square feet, built after 1969, priced around 150000","San Antonio, TX",for_rent,OTHER,4.0,,2023.0,1969.0,150000.0,,,rent,other
"I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 1717 square feet, priced around 300000, with parking for at least 2 cars","Phoenix, AZ",for_sale,TOWNHOMES,1.0,2.0,1717.0,,300000.0,,2.0,buy,townhome
"I'm looking to rent a apartment in New York, NY with 4 bedrooms and 3 bathrooms, with at least 2803 square feet, priced around 300000, with 1 stories, with parking for at least 1 cars","New York, NY",for_rent,APARTMENT,4.0,3.0,2803.0,,300000.0,1.0,1.0,rent,apartment
"I'm looking to rent a apartment in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 1871 square feet, built after 2016, with 3 stories, with parking for at least 1 cars","San Antonio, TX",for_rent,APARTMENT,1.0,3.0,1871.0,2016.0,,3.0,1.0,rent,apartment
"I'm looking to buy a townhome in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2065 square feet, built after 1975, priced around 400000, with 3 stories, with parking for at least 3 cars","New York, NY",for_sale,TOWNHOMES,4.0,2.0,2065.0,1975.0,400000.0,3.0,3.0,buy,townhome
"I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2448 square feet, built after 1959, priced around 300000, with 3 stories","Los Angeles, CA",for_sale,CONDOS,5.0,3.0,2448.0,1959.0,300000.0,3.0,,buy,condo
"I'm looking to buy in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1873 square feet, built after 1997, priced around 100000, with parking for at least 2 cars","San Diego, CA",for_sale,OTHER,2.0,2.0,1873.0,1997.0,100000.0,,2.0,buy,other
"I'm looking to rent in Phoenix, AZ with 1 bedrooms and 3 bathrooms, with at least 2494 square feet, built after 1979, priced around 750000, with 1 stories, with parking for at least 3 cars","Phoenix, AZ",for_rent,OTHER,1.0,3.0,2494.0,1979.0,750000.0,1.0,3.0,rent,other
"I'm looking to rent a condo in San Antonio, TX and 3 bathrooms, with at least 1650 square feet, built after 1951, priced around 800000, with 1 stories","San Antonio, TX",for_rent,CONDOS,,3.0,1650.0,1951.0,800000.0,1.0,,rent,condo
"I'm looking to rent a condo in Phoenix, AZ with 1 bedrooms and 1 bathrooms, with at least 1187 square feet, built after 1995, priced around 650000, with 2 stories","Phoenix, AZ",for_rent,CONDOS,1.0,1.0,1187.0,1995.0,650000.0,2.0,,rent,condo
"I'm looking to buy in Los Angeles, CA and 3 bathrooms, with at least 1605 square feet, priced around 100000","Los Angeles, CA",for_sale,OTHER,,3.0,1605.0,,100000.0,,,buy,other
"I'm looking to buy a condo in San Antonio, TX with 3 bedrooms and 3 bathrooms, with at least 2827 square feet, built after 1975, priced around 900000, with 2 stories, with parking for at least 0 cars","San Antonio, TX",for_sale,CONDOS,3.0,3.0,2827.0,1975.0,900000.0,2.0,0.0,buy,condo
"I'm looking to rent a condo in New York, NY with 5 bedrooms and 2 bathrooms, with at least 2986 square feet, built after 1976, priced around 200000, with 1 stories, with parking for at least 1 cars","New York, NY",for_rent,CONDOS,5.0,2.0,2986.0,1976.0,200000.0,1.0,1.0,rent,condo
"I'm looking to rent a single family in Phoenix, AZ with 3 bedrooms and 2 bathrooms, with at least 2613 square feet, built after 1966, priced around 800000, with 1 stories, with parking for at least 2 cars","Phoenix, AZ",for_rent,SINGLE_FAMILY,3.0,2.0,2613.0,1966.0,800000.0,1.0,2.0,rent,single family
