generate structured response: I'm looking to buy in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 872 square feet, built after 1966, priced around 150000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 872.0; year_built: 1966.0; list_price: 150000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 1544 square feet, built after 1960, priced around 650000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: OTHER; beds: 5.0; full_baths: 1.0; sqft: 1544.0; year_built: 1960.0; list_price: 650000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to rent a single family in San Antonio, TX with 3 bedrooms and 1 bathrooms, with at least 2772 square feet, built after 1958, priced around 750000 <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: 1.0; sqft: 2772.0; year_built: 1958.0; list_price: 750000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2500 square feet, built after 1952, priced around 600000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 4.0; full_baths: 1.0; sqft: 2500.0; year_built: 1952.0; list_price: 600000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms, with at least 2055 square feet, priced around 250000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: nan; sqft: 2055.0; year_built: nan; list_price: 250000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a condo in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2462 square feet, priced around 450000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 1.0; sqft: 2462.0; year_built: nan; list_price: 450000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 985 square feet, priced around 200000, with 2 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 2.0; sqft: 985.0; year_built: nan; list_price: 200000.0; stories: 2.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in San Diego, CA with 4 bedrooms and 3 bathrooms, with at least 985 square feet, built after 1961, priced around 850000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 3.0; sqft: 985.0; year_built: 1961.0; list_price: 850000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent in Los Angeles, CA with 1 bedrooms and 1 bathrooms, with at least 1526 square feet, built after 2009, priced around 650000, with 3 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: OTHER; beds: 1.0; full_baths: 1.0; sqft: 1526.0; year_built: 2009.0; list_price: 650000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to buy a townhome in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1556 square feet, built after 1976, priced around 600000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 3.0; sqft: 1556.0; year_built: 1976.0; list_price: 600000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 4 bedrooms and 2 bathrooms, with at least 898 square feet, priced around 600000 <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 2.0; sqft: 898.0; year_built: nan; list_price: 600000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a condo in New York, NY with 5 bedrooms and 2 bathrooms, with at least 1945 square feet, priced around 350000, with 1 stories <|endoftext|> location: New York, NY; listing_type: for_rent; style: CONDOS; beds: 5.0; full_baths: 2.0; sqft: 1945.0; year_built: nan; list_price: 350000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a apartment in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 853 square feet, built after 1983, priced around 450000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: APARTMENT; beds: 5.0; full_baths: 2.0; sqft: 853.0; year_built: 1983.0; list_price: 450000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to rent a townhome in San Antonio, TX and 2 bathrooms, with at least 905 square feet, priced around 350000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: nan; full_baths: 2.0; sqft: 905.0; year_built: nan; list_price: 350000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a condo in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2896 square feet, built after 1974, priced around 400000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: 2.0; full_baths: 1.0; sqft: 2896.0; year_built: 1974.0; list_price: 400000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in New York, NY with 3 bedrooms and 3 bathrooms, with at least 1766 square feet, priced around 100000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: 3.0; full_baths: 3.0; sqft: 1766.0; year_built: nan; list_price: 100000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a condo in New York, NY with 4 bedrooms and 2 bathrooms, with at least 1055 square feet, built after 1993, priced around 800000, with 2 stories, with parking for at least 2 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: CONDOS; beds: 4.0; full_baths: 2.0; sqft: 1055.0; year_built: 1993.0; list_price: 800000.0; stories: 2.0; parking_garage: 2.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent in San Diego, CA with 3 bedrooms and 2 bathrooms, with at least 2297 square feet, built after 1969, priced around 850000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: OTHER; beds: 3.0; full_baths: 2.0; sqft: 2297.0; year_built: 1969.0; list_price: 850000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to rent a single family in Los Angeles, CA and 2 bathrooms, with at least 2106 square feet, built after 2018, with 2 stories, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: nan; full_baths: 2.0; sqft: 2106.0; year_built: 2018.0; list_price: nan; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a single family in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1549 square feet, built after 1957, priced around 250000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 1.0; full_baths: 2.0; sqft: 1549.0; year_built: 1957.0; list_price: 250000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a single family in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 973 square feet, built after 1952, priced around 550000, with 1 stories <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: SINGLE_FAMILY; beds: 1.0; full_baths: 3.0; sqft: 973.0; year_built: 1952.0; list_price: 550000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a townhome in San Diego, CA with 1 bedrooms and 1 bathrooms, with at least 2264 square feet, built after 2015, priced around 700000 <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 1.0; sqft: 2264.0; year_built: 2015.0; list_price: 700000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy in San Antonio, TX with 5 bedrooms and 2 bathrooms, with at least 1250 square feet, built after 1956, priced around 650000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: OTHER; beds: 5.0; full_baths: 2.0; sqft: 1250.0; year_built: 1956.0; list_price: 650000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to buy a condo in San Diego, CA with 4 bedrooms and 1 bathrooms, built after 1983, priced around 750000, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 1.0; sqft: nan; year_built: 1983.0; list_price: 750000.0; stories: nan; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 3 bathrooms, with at least 2754 square feet, priced around 700000, with parking for at least 2 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 3.0; sqft: 2754.0; year_built: nan; list_price: 700000.0; stories: nan; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a single family in San Antonio, TX with 3 bedrooms and 2 bathrooms, with at least 1237 square feet, built after 1967, priced around 300000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 3.0; full_baths: 2.0; sqft: 1237.0; year_built: 1967.0; list_price: 300000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 4 bedrooms, with at least 1376 square feet, built after 1984, priced around 350000, with 1 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: nan; sqft: 1376.0; year_built: 1984.0; list_price: 350000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a single family in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 1822 square feet, built after 1971, priced around 100000, with 1 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: SINGLE_FAMILY; beds: 1.0; full_baths: 2.0; sqft: 1822.0; year_built: 1971.0; list_price: 100000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a condo in New York, NY with 2 bedrooms and 2 bathrooms, with at least 1322 square feet, built after 2014, priced around 600000, with 3 stories, with parking for at least 3 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: CONDOS; beds: 2.0; full_baths: 2.0; sqft: 1322.0; year_built: 2014.0; list_price: 600000.0; stories: 3.0; parking_garage: 3.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a single family in San Antonio, TX with 2 bedrooms and 1 bathrooms, with at least 2929 square feet, built after 1976, priced around 500000, with 1 stories, with parking for at least 2 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: SINGLE_FAMILY; beds: 2.0; full_baths: 1.0; sqft: 2929.0; year_built: 1976.0; list_price: 500000.0; stories: 1.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to rent a townhome in San Diego, CA with 5 bedrooms and 1 bathrooms, with at least 2534 square feet, priced around 250000, with 3 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 1.0; sqft: 2534.0; year_built: nan; list_price: 250000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a condo in San Diego, CA with 3 bedrooms and 3 bathrooms, with at least 2803 square feet, built after 2020, priced around 600000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: CONDOS; beds: 3.0; full_baths: 3.0; sqft: 2803.0; year_built: 2020.0; list_price: 600000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a single family in Phoenix, AZ with 3 bedrooms and 3 bathrooms, with at least 840 square feet, built after 2020, priced around 800000, with 2 stories, with parking for at least 3 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: 3.0; full_baths: 3.0; sqft: 840.0; year_built: 2020.0; list_price: 800000.0; stories: 2.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a townhome in New York, NY with 5 bedrooms and 1 bathrooms, with at least 1836 square feet, built after 2011, priced around 750000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_sale; style: TOWNHOMES; beds: 5.0; full_baths: 1.0; sqft: 1836.0; year_built: 2011.0; list_price: 750000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 2964 square feet, built after 1983, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: CONDOS; beds: 1.0; full_baths: 3.0; sqft: 2964.0; year_built: 1983.0; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a single family in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 2914 square feet, priced around 550000 <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 2914.0; year_built: nan; list_price: 550000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a apartment in New York, NY with 1 bedrooms and 2 bathrooms, with at least 2907 square feet, built after 1953, priced around 250000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: APARTMENT; beds: 1.0; full_baths: 2.0; sqft: 2907.0; year_built: 1953.0; list_price: 250000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a townhome in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1978 square feet, built after 1999, priced around 650000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: TOWNHOMES; beds: 2.0; full_baths: 3.0; sqft: 1978.0; year_built: 1999.0; list_price: 650000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a single family in New York, NY with 2 bedrooms and 1 bathrooms, with at least 1131 square feet, built after 2013, priced around 900000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 2.0; full_baths: 1.0; sqft: 1131.0; year_built: 2013.0; list_price: 900000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 3 bathrooms, with at least 1855 square feet, built after 1960, priced around 300000, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 3.0; sqft: 1855.0; year_built: 1960.0; list_price: 300000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a condo in San Diego, CA with 4 bedrooms, with at least 2542 square feet, built after 2012, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: nan; sqft: 2542.0; year_built: 2012.0; list_price: nan; stories: 3.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 1 bedrooms and 1 bathrooms, with at least 1540 square feet, built after 1996, priced around 900000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 1.0; sqft: 1540.0; year_built: 1996.0; list_price: 900000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a single family in Phoenix, AZ and 2 bathrooms, with at least 877 square feet, built after 1978, priced around 250000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: SINGLE_FAMILY; beds: nan; full_baths: 2.0; sqft: 877.0; year_built: 1978.0; list_price: 250000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a condo in San Diego, CA with 1 bedrooms and 3 bathrooms, with at least 2847 square feet, priced around 350000, with 3 stories, with parking for at least 2 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: CONDOS; beds: 1.0; full_baths: 3.0; sqft: 2847.0; year_built: nan; list_price: 350000.0; stories: 3.0; parking_garage: 2.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a townhome in New York, NY with 1 bedrooms and 3 bathrooms, with at least 2329 square feet, built after 1980, with 1 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 3.0; sqft: 2329.0; year_built: 1980.0; list_price: nan; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a townhome in Phoenix, AZ with 5 bedrooms and 3 bathrooms, with at least 1799 square feet, built after 1976, priced around 900000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: TOWNHOMES; beds: 5.0; full_baths: 3.0; sqft: 1799.0; year_built: 1976.0; list_price: 900000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent in San Diego, CA with 2 bedrooms and 1 bathrooms, with at least 1599 square feet, built after 1999, priced around 450000 <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: OTHER; beds: 2.0; full_baths: 1.0; sqft: 1599.0; year_built: 1999.0; list_price: 450000.0; stories: nan; parking_garage: nan; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to buy a apartment in Phoenix, AZ with 2 bedrooms and 3 bathrooms, with at least 1416 square feet, built after 1968, priced around 750000, with 2 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: APARTMENT; beds: 2.0; full_baths: 3.0; sqft: 1416.0; year_built: 1968.0; list_price: 750000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy in San Diego, CA with 2 bedrooms and 2 bathrooms, with at least 1363 square feet, built after 2001, priced around 600000, with 2 stories, with parking for at least 3 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: OTHER; beds: 2.0; full_baths: 2.0; sqft: 1363.0; year_built: 2001.0; list_price: 600000.0; stories: 2.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a single family in Los Angeles, CA with 2 bedrooms and 3 bathrooms, with at least 1508 square feet, built after 1954, priced around 350000, with parking for at least 2 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 2.0; full_baths: 3.0; sqft: 1508.0; year_built: 1954.0; list_price: 350000.0; stories: nan; parking_garage: 2.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a single family in New York, NY with 4 bedrooms and 2 bathrooms, with at least 2318 square feet, built after 1998, priced around 900000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: 4.0; full_baths: 2.0; sqft: 2318.0; year_built: 1998.0; list_price: 900000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent in Phoenix, AZ with 4 bedrooms and 2 bathrooms, with at least 1696 square feet, built after 1967, priced around 200000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_rent; style: OTHER; beds: 4.0; full_baths: 2.0; sqft: 1696.0; year_built: 1967.0; list_price: 200000.0; stories: 3.0; parking_garage: nan; listing_type_NL: rent; style_NL: other
generate structured response: I'm looking to buy a townhome in San Antonio, TX and 2 bathrooms, with at least 1023 square feet, built after 1953, priced around 700000 <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: nan; full_baths: 2.0; sqft: 1023.0; year_built: 1953.0; list_price: 700000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to rent a townhome in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 2730 square feet, built after 1969, priced around 250000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 3.0; sqft: 2730.0; year_built: 1969.0; list_price: 250000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to buy a townhome in New York, NY with 1 bedrooms and 3 bathrooms, with at least 1458 square feet, built after 1983, priced around 700000, with 2 stories <|endoftext|> location: New York, NY; listing_type: for_sale; style: TOWNHOMES; beds: 1.0; full_baths: 3.0; sqft: 1458.0; year_built: 1983.0; list_price: 700000.0; stories: 2.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a condo in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 2990 square feet, built after 1990, priced around 150000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: CONDOS; beds: 5.0; full_baths: 2.0; sqft: 2990.0; year_built: 1990.0; list_price: 150000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to buy a single family in Los Angeles, CA with 4 bedrooms and 1 bathrooms, with at least 2988 square feet, priced around 250000, with 3 stories, with parking for at least 3 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_sale; style: SINGLE_FAMILY; beds: 4.0; full_baths: 1.0; sqft: 2988.0; year_built: nan; list_price: 250000.0; stories: 3.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: single family
generate structured response: I'm looking to buy a apartment in San Diego, CA with 1 bedrooms and 2 bathrooms, with at least 2253 square feet, priced around 500000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: APARTMENT; beds: 1.0; full_baths: 2.0; sqft: 2253.0; year_built: nan; list_price: 500000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: buy; style_NL: apartment
generate structured response: I'm looking to buy a condo in San Antonio, TX with 4 bedrooms and 3 bathrooms, with at least 1854 square feet, priced around 700000 <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: CONDOS; beds: 4.0; full_baths: 3.0; sqft: 1854.0; year_built: nan; list_price: 700000.0; stories: nan; parking_garage: nan; listing_type_NL: buy; style_NL: condo
generate structured response: I'm looking to rent a condo in San Diego, CA with 5 bedrooms and 3 bathrooms, with at least 2923 square feet, built after 1975, priced around 750000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_rent; style: CONDOS; beds: 5.0; full_baths: 3.0; sqft: 2923.0; year_built: 1975.0; list_price: 750000.0; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to buy a townhome in San Antonio, TX with 1 bedrooms and 2 bathrooms, with at least 1725 square feet, priced around 850000, with 1 stories, with parking for at least 3 cars <|endoftext|> location: San Antonio, TX; listing_type: for_sale; style: TOWNHOMES; beds: 1.0; full_baths: 2.0; sqft: 1725.0; year_built: nan; list_price: 850000.0; stories: 1.0; parking_garage: 3.0; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy a townhome in Phoenix, AZ with 1 bedrooms and 2 bathrooms, with at least 2219 square feet, built after 1961, priced around 850000, with 3 stories <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: TOWNHOMES; beds: 1.0; full_baths: 2.0; sqft: 2219.0; year_built: 1961.0; list_price: 850000.0; stories: 3.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to buy in Phoenix, AZ with 4 bedrooms and 1 bathrooms, with at least 2035 square feet, built after 1954, with parking for at least 2 cars <|endoftext|> location: Phoenix, AZ; listing_type: for_sale; style: OTHER; beds: 4.0; full_baths: 1.0; sqft: 2035.0; year_built: 1954.0; list_price: nan; stories: nan; parking_garage: 2.0; listing_type_NL: buy; style_NL: other
generate structured response: I'm looking to rent a townhome in San Antonio, TX with 1 bedrooms and 3 bathrooms, with at least 1348 square feet, priced around 500000, with 2 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: TOWNHOMES; beds: 1.0; full_baths: 3.0; sqft: 1348.0; year_built: nan; list_price: 500000.0; stories: 2.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: townhome
generate structured response: I'm looking to rent a condo in San Antonio, TX with 2 bedrooms and 2 bathrooms, with at least 912 square feet, built after 1965, priced around 850000, with 1 stories, with parking for at least 0 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: CONDOS; beds: 2.0; full_baths: 2.0; sqft: 912.0; year_built: 1965.0; list_price: 850000.0; stories: 1.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: condo
generate structured response: I'm looking to rent a apartment in San Antonio, TX with 5 bedrooms, with at least 1451 square feet, built after 2011, priced around 400000, with 3 stories, with parking for at least 1 cars <|endoftext|> location: San Antonio, TX; listing_type: for_rent; style: APARTMENT; beds: 5.0; full_baths: nan; sqft: 1451.0; year_built: 2011.0; list_price: 400000.0; stories: 3.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to buy a townhome in San Diego, CA with 4 bedrooms and 2 bathrooms, with at least 1419 square feet, built after 2015, priced around 700000, with 1 stories <|endoftext|> location: San Diego, CA; listing_type: for_sale; style: TOWNHOMES; beds: 4.0; full_baths: 2.0; sqft: 1419.0; year_built: 2015.0; list_price: 700000.0; stories: 1.0; parking_garage: nan; listing_type_NL: buy; style_NL: townhome
generate structured response: I'm looking to rent a single family in Los Angeles, CA with 5 bedrooms and 2 bathrooms, with at least 2647 square feet, built after 1969, priced around 700000, with 1 stories, with parking for at least 1 cars <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: SINGLE_FAMILY; beds: 5.0; full_baths: 2.0; sqft: 2647.0; year_built: 1969.0; list_price: 700000.0; stories: 1.0; parking_garage: 1.0; listing_type_NL: rent; style_NL: single family
generate structured response: I'm looking to rent a apartment in Los Angeles, CA with 3 bedrooms and 1 bathrooms, with at least 1567 square feet, built after 2012, with 1 stories <|endoftext|> location: Los Angeles, CA; listing_type: for_rent; style: APARTMENT; beds: 3.0; full_baths: 1.0; sqft: 1567.0; year_built: 2012.0; list_price: nan; stories: 1.0; parking_garage: nan; listing_type_NL: rent; style_NL: apartment
generate structured response: I'm looking to rent a single family in New York, NY and 3 bathrooms, with at least 2438 square feet, priced around 800000, with 3 stories, with parking for at least 0 cars <|endoftext|> location: New York, NY; listing_type: for_rent; style: SINGLE_FAMILY; beds: nan; full_baths: 3.0; sqft: 2438.0; year_built: nan; list_price: 800000.0; stories: 3.0; parking_garage: 0.0; listing_type_NL: rent; style_NL: single family
